corpus,doc_id,sent_id,eg_id,index,text,text_w_pairs,seq_label,pair_label,context,num_sents
cnc,train_01_10,0,0,cnc_train_01_10_0_0,The farmworkers ' strike resumed on Tuesday when their demands were not met .,<ARG1>The farmworkers ' strike resumed on Tuesday</ARG1> when <ARG0>their demands were not met</ARG0> .,1,1,,1
cnc,train_01_17,0,0,cnc_train_01_17_0_0,The attack on Karayogams had sparked sharp reactions from the CPM leaders .,<ARG0>The attack on Karayogams</ARG0> <ARG1>had <SIG0>sparked</SIG0> sharp reactions from the CPM leaders</ARG1> .,1,1,,1
cnc,train_01_47,0,0,cnc_train_01_47_0_0,"The strike began on September 9 , with Numsa demanding a double-digit percentage increase .","<ARG1>The strike began on September 9</ARG1> , <ARG0>with Numsa <SIG0>demanding</SIG0> a double-digit percentage increase</ARG0> .",1,1,,1
cnc,train_01_70,0,0,cnc_train_01_70_0_0,Some police personnel intervened and urged them to give up their protest - but to no avail .,<ARG0>Some police personnel intervened</ARG0> and <ARG1>urged them to give up their protest</ARG1> - but to no avail .,1,1,,1
cnc,train_01_83,0,0,cnc_train_01_83_0_0,Two bus drivers were hurt in the attacks .,<ARG1>Two bus drivers were hurt</ARG1> in <ARG0>the attacks</ARG0> .,1,1,,1
cnc,train_01_84,0,0,cnc_train_01_84_0_0,Hartal supporters pelted stones at a KSRTC bus at Karamana injuring driver Babu .,<ARG0>Hartal supporters pelted stones at a KSRTC bus at Karamana</ARG0> <ARG1><SIG0>injuring</SIG0> driver Babu</ARG1> .,1,1,,1
cnc,train_01_104,0,0,cnc_train_01_104_0_0,The violence in Yuen Long has heightened tensions and fears of further attacks .,<ARG0>The violence in Yuen Long</ARG0> <SIG0>has <ARG1>heightened</SIG0> tensions and fears of further attacks</ARG1> .,1,1,,1
cnc,train_01_122,0,0,cnc_train_01_122_0_0,The NIA wanted to catch Akram alive as he could provide clues in resolving the blast case .,<ARG1>The NIA wanted to catch Akram alive</ARG1> <SIG0>as</SIG0> <ARG0>he could provide clues in resolving the blast case</ARG0> .,1,1,,1
cnc,train_01_124,0,0,cnc_train_01_124_0_0,Two more youths were arrested later for allegedly being involved in the blast .,<ARG1>Two more youths were arrested later</ARG1> <SIG0>for</SIG0> <ARG0>allegedly being involved in the blast</ARG0> .,1,1,,1
cnc,train_01_153,0,0,cnc_train_01_153_0_0,The clash took place over use of the field .,<ARG1>The clash took place</ARG1> <SIG0>over</SIG0> <ARG0>use of the field</ARG0> .,1,1,,1
cnc,train_01_167,0,0,cnc_train_01_167_0_0,The government has blamed separatist forces from Xinjiang for the attack .,<ARG1>The government has blamed separatist forces from Xinjiang</ARG1> <SIG0>for</SIG0> <ARG0>the attack</ARG0> .,1,1,,1
cnc,train_01_178,0,0,cnc_train_01_178_0_0,"Over 60,000 pupils were left stranded by the strike .","<ARG1>Over 60,000 pupils were left stranded</ARG1> <SIG0>by</SIG0> <ARG0>the strike</ARG0> .",1,1,,1
cnc,train_01_182,0,0,cnc_train_01_182_0_0,All the 417 guards in the suburban section refused to work extra hours in protest .,<ARG1>All the 417 guards in the suburban section refused to work extra hours</ARG1> <ARG0>in protest</ARG0> .,1,1,,1
cnc,train_01_211,0,0,cnc_train_01_211_0_0,"Shiv Sena workers , including some legislators , today staged demonstrations against Karnataka Chief Minister B S Yeddyurappa here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city .","<ARG1>Shiv Sena workers , including some legislators , today staged demonstrations against Karnataka Chief Minister B S Yeddyurappa here</ARG1> , <ARG0><SIG0>protesting</SIG0> the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city</ARG0> .",1,1,,1
cnc,train_01_211,0,1,cnc_train_01_211_0_1,"Shiv Sena workers , including some legislators , today staged demonstrations against Karnataka Chief Minister B S Yeddyurappa here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city .","<ARG1>Shiv Sena workers , including some legislators , today staged demonstrations</ARG1> <ARG0>against Karnataka Chief Minister B S Yeddyurappa</ARG0> here , protesting the ' forcible installation ' of a Kannadiga mayor in Marathi-dominated Belgaum city .",1,1,,1
cnc,train_01_246,0,0,cnc_train_01_246_0_0,"Search is on to trace and recover the abducted people , "" he said .","<ARG1>Search is on</ARG1> <ARG0><SIG0>to</SIG0> trace and recover the abducted people</ARG0> , "" he said .",1,1,,1
cnc,train_01_262,0,0,cnc_train_01_262_0_0,"Following the incident , the labourers went on a dharna and stopped work .","<SIG0>Following</SIG0> <ARG0>the incident</ARG0> , <ARG1>the labourers went on a dharna</ARG1> and stopped work .",1,1,,1
cnc,train_01_262,0,1,cnc_train_01_262_0_1,"Following the incident , the labourers went on a dharna and stopped work .","Following the incident , <ARG0>the labourers went on a dharna</ARG0> and <ARG1>stopped work</ARG1> .",1,1,,1
cnc,train_01_296,0,0,cnc_train_01_296_0_0,"`` Talks are underway to solve the wage dispute and to end the strike , '' she said .","`` <ARG1>Talks are underway</ARG1> <ARG0><SIG1>to</SIG1> solve the wage dispute and <SIG0>to</SIG0> end the strike</ARG0> , '' she said .",1,1,,1
cnc,train_01_320,0,0,cnc_train_01_320_0_0,Hundreds of locals on Monday blocked NH 55 for six hours demanding scraping of the MoU .,<ARG1>Hundreds of locals on Monday blocked NH 55 for six hours</ARG1> <ARG0><SIG0>demanding</SIG0> scraping of the MoU</ARG0> .,1,1,,1
cnc,train_02_0,0,0,cnc_train_02_0_0_0,The blockade was lifted following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra to apprise the State Government of their demand .,<ARG1>The blockade was lifted</ARG1> <SIG0>following</SIG0> <ARG0>an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra</ARG0> to apprise the State Government of their demand .,1,1,,1
cnc,train_02_0,0,1,cnc_train_02_0_0_1,The blockade was lifted following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra to apprise the State Government of their demand .,<ARG1>The blockade was lifted</ARG1> following an assurance from ADM Debraj Senapati and the additional SP J. Mahapatra <ARG0><SIG0>to</SIG0> apprise the State Government of their demand</ARG0> .,1,1,,1
cnc,train_02_26,0,0,cnc_train_02_26_0_0,The clashes erupted after a youth belonging to a minority Muslim sect was allegedly severely injured in a thrashing by a youth from the majority sect following an altercation .,<ARG1>The clashes erupted</ARG1> after <ARG0>a youth belonging to a minority Muslim sect was allegedly severely injured in a thrashing by a youth from the majority sect</ARG0> following an altercation .,1,1,,1
cnc,train_02_26,0,1,cnc_train_02_26_0_1,The clashes erupted after a youth belonging to a minority Muslim sect was allegedly severely injured in a thrashing by a youth from the majority sect following an altercation .,The clashes erupted after <ARG1>a youth belonging to a minority Muslim sect was allegedly severely injured in a thrashing by a youth from the majority sect</ARG1> <SIG0>following</SIG0> <ARG0>an altercation</ARG0> .,1,1,,1
cnc,train_02_36,0,0,cnc_train_02_36_0_0,Lawyers convinced them to accept bail to continue their campaign .,<ARG1>Lawyers convinced them to accept bail</ARG1> <ARG0><SIG0>to</SIG0> continue their campaign</ARG0> .,1,1,,1
cnc,train_02_41,0,0,cnc_train_02_41_0_0,A former state minister was also booked for inciting violence .,<ARG1>A former state minister was also booked</ARG1> <SIG0>for</SIG0> <ARG0>inciting violence</ARG0> .,1,1,,1
cnc,train_02_62,0,0,cnc_train_02_62_0_0,Thackeray demanded the state postpone HSC exams in view of the strike .,<ARG1>Thackeray demanded the state postpone HSC exams</ARG1> <SIG0>in view of</SIG0> <ARG0>the strike</ARG0> .,1,1,,1
cnc,train_02_88,0,0,cnc_train_02_88_0_0,It has organised a political convention to mobilise support to secular forces .,<ARG1>It has organised a political convention</ARG1> <ARG0><SIG0>to</SIG0> mobilise support to secular forces</ARG0> .,1,1,,1
cnc,train_02_109,0,0,cnc_train_02_109_0_0,"In 2009 , riots broke out in the capital , Urumqui , and in their wake , mass arrests were made and many Uyghurs were imprisoned or “ disappeared ” .","In 2009 , <ARG0>riots broke out in the capital</ARG0> , Urumqui , and <SIG0>in their wake</SIG0> , <ARG1>mass arrests were made and many Uyghurs were imprisoned or “ disappeared ”</ARG1> .",1,1,,1
cnc,train_02_126,0,0,cnc_train_02_126_0_0,"At least one demonstrator was briefly detained when he unfolded a banner , witnesses said .","<ARG1>At least one demonstrator was briefly detained</ARG1> when <ARG0>he unfolded a banner</ARG0> , witnesses said .",1,1,,1
cnc,train_02_133,0,0,cnc_train_02_133_0_0,Suddenly the situation flared up and the vehicle was vandalised .,<ARG0>Suddenly the situation flared up</ARG0> and <ARG1>the vehicle was vandalised</ARG1> .,1,1,,1
cnc,train_02_134,0,0,cnc_train_02_134_0_0,"After the jawans left , the Kaliachak police station was attacked  .","After <ARG0>the jawans left</ARG0> , <ARG1>the Kaliachak police station was attacked</ARG1>  .",1,1,,1
cnc,train_02_155,0,0,cnc_train_02_155_0_0,"Dissatisfied with the package , workers staged an all-nigh sit-in .","<ARG0>Dissatisfied with the package</ARG0> , <ARG1>workers staged an all-nigh sit-in</ARG1> .",1,1,,1
cnc,train_02_177,0,0,cnc_train_02_177_0_0,Three people were killed and 69 others injured in the explosion .,<ARG1>Three people were killed and 69 others injured</ARG1> in <ARG0>the explosion</ARG0> .,1,1,,1
cnc,train_02_180,0,0,cnc_train_02_180_0_0,Students and teachers of physical education relaunched their protest against the appointment of general teachers for physical education work in schools .,<ARG1>Students and teachers of physical education relaunched their protest</ARG1> <ARG0>against the appointment of general teachers for physical education work in schools</ARG0> .,1,1,,1
cnc,train_02_188,0,0,cnc_train_02_188_0_0,The bombing created panic among villagers .,<ARG0>The bombing</ARG0> <ARG1><SIG0>created</SIG0> panic among villagers</ARG1> .,1,1,,1
cnc,train_02_212,0,0,cnc_train_02_212_0_0,The police claimed they were killed while trying to blow up the local bus station .,<ARG1>The police claimed they were killed</ARG1> <SIG0>while</SIG0> <ARG0>trying to blow up the local bus station</ARG0> .,1,1,,1
cnc,train_02_219,0,0,cnc_train_02_219_0_0,The clashes left at least six students and a security guard injured .,<ARG0>The clashes</ARG0> <ARG1><SIG0>left</SIG0> at least six students and a security guard injured</ARG1> .,1,1,,1
cnc,train_02_222,0,0,cnc_train_02_222_0_0,The clash left at least three students injured .,<ARG0>The clash</ARG0> <ARG1><SIG0>left</SIG0> at least three students injured</ARG1> .,1,1,,1
cnc,train_02_225,0,0,cnc_train_02_225_0_0,"When a security guard tried to intervene , he was brutally assaulted .","When <ARG0>a security guard tried to intervene</ARG0> , <ARG1>he was brutally assaulted</ARG1> .",1,1,,1
cnc,train_02_240,0,0,cnc_train_02_240_0_0,Two civilians also received gun shot wounds in the firing .,<ARG1>Two civilians also received gun shot wounds</ARG1> in <ARG0>the firing</ARG0> .,1,1,,1
cnc,train_02_259,0,0,cnc_train_02_259_0_0,The relay fast is a way of supporting Anna from Pune .,<ARG1>The relay fast</ARG1> is <ARG0><SIG0>a way of</SIG0> supporting Anna from Pune</ARG0> .,1,1,,1
cnc,train_02_280,0,0,cnc_train_02_280_0_0,"Villagers staged protests , demanding that the department resume ‘ Operation Elephant ’ .","<ARG1>Villagers staged protests</ARG1> , <ARG0><SIG0>demanding</SIG0> that the department resume ‘ Operation Elephant ’</ARG0> .",1,1,,1
cnc,train_03_6,0,0,cnc_train_03_6_0_0,There was a shutdown in various towns in Jammu regions against the incident .,<ARG1>There was a shutdown in various towns in Jammu regions</ARG1> <ARG0>against the incident</ARG0> .,1,1,,1
cnc,train_03_29,0,0,cnc_train_03_29_0_0,Seven people - four militants and three security personnel - were killed in the first two days of the battle .,<ARG1>Seven people - four militants and three security personnel - were killed</ARG1> in <ARG0>the first two days of the battle</ARG0> .,1,1,,1
cnc,train_03_59,0,0,cnc_train_03_59_0_0,"If an agreement was not reached the protests would continue , Gumede said .","<SIG0>If</SIG0> <ARG0>an agreement was not reached</ARG0> <ARG1>the protests would continue</ARG1> , Gumede said .",1,1,,1
cnc,train_03_83,0,0,cnc_train_03_83_0_0,ANC deputy president Jacob Zuma had to intervene when the noise became too disruptive .,<ARG1>ANC deputy president Jacob Zuma had to intervene</ARG1> when <ARG0>the noise became too disruptive</ARG0> .,1,1,,1
cnc,train_03_99,0,0,cnc_train_03_99_0_0,The blast was so intense that the motorbike split into pieces .,<ARG0>The blast was <SIG0>so intense</ARG0> that</SIG0> <ARG1>the motorbike split into pieces</ARG1> .,1,1,,1
cnc,train_03_137,0,0,cnc_train_03_137_0_0,"The strike will be intensified after consulting with like-minded people , he added .","<ARG1>The strike will be intensified</ARG1> after <ARG0>consulting with like-minded people</ARG0> , he added .",1,1,,1
cnc,train_03_173,0,0,cnc_train_03_173_0_0,"On this day in 1956 around 20,000 women participated in a national march to protest against pass law legislation , which required non-white South Africans to carry a document on them to prove that they were allowed to enter `` white areas '' .","<ARG1>On this day in 1956 around 20,000 women participated in a national march</ARG1> <ARG0><SIG0>to</SIG0> protest</ARG0> against pass law legislation , which required non-white South Africans to carry a document on them to prove that they were allowed to enter `` white areas '' .",1,1,,1
cnc,train_03_173,0,1,cnc_train_03_173_0_1,"On this day in 1956 around 20,000 women participated in a national march to protest against pass law legislation , which required non-white South Africans to carry a document on them to prove that they were allowed to enter `` white areas '' .","On this day in 1956 around 20,000 women participated in a national march <ARG1>to protest</ARG1> <ARG0>against pass law legislation</ARG0> , which required non-white South Africans to carry a document on them to prove that they were allowed to enter `` white areas '' .",1,1,,1
cnc,train_03_173,0,2,cnc_train_03_173_0_2,"On this day in 1956 around 20,000 women participated in a national march to protest against pass law legislation , which required non-white South Africans to carry a document on them to prove that they were allowed to enter `` white areas '' .","On this day in 1956 around 20,000 women participated in a national march to protest against pass law legislation , <ARG1>which required non-white South Africans to carry a document on them</ARG1> <ARG0><SIG0>to</SIG0> prove that they were allowed to enter `` white areas ''</ARG0> .",1,1,,1
cnc,train_03_190,0,0,cnc_train_03_190_0_0,"Amplats workers went on strike on September 12 , demanding a monthly salary of R16,000 .","<ARG1>Amplats workers went on strike on September 12</ARG1> , <ARG0><SIG0>demanding</SIG0> a monthly salary of R16,000</ARG0> .",1,1,,1
cnc,train_03_275,0,0,cnc_train_03_275_0_0,Police took into custody fifteen activists for blocking the traffic in Visakhapatnam .,<ARG1>Police took into custody fifteen activists</ARG1> <SIG0>for</SIG0> <ARG0>blocking the traffic in Visakhapatnam</ARG0> .,1,1,,1
cnc,train_03_291,0,0,cnc_train_03_291_0_0,The incident triggered outrage across the country and was condemned as despicable and shameful stirring memories of a similar attack last December in New Delhi that sparked nationwide protests .,<ARG0>The incident</ARG0> <ARG1><SIG0>triggered</SIG0> outrage across the country and was <SIG1>condemned</SIG1> as despicable and shameful <SIG2>stirring</SIG2> memories of a similar attack last December in New Delhi that sparked nationwide protests</ARG1> .,1,1,,1
cnc,train_03_291,0,1,cnc_train_03_291_0_1,The incident triggered outrage across the country and was condemned as despicable and shameful stirring memories of a similar attack last December in New Delhi that sparked nationwide protests .,The incident triggered outrage across the country and was condemned as despicable and shameful stirring memories of <ARG0>a similar attack last December in New Delhi</ARG0> <SIG0>that <ARG1>sparked</SIG0> nationwide protests</ARG1> .,1,1,,1
cnc,train_03_307,0,0,cnc_train_03_307_0_0,They reacted angrily when mayor James Nxumalo was not available to accept their memorandum .,<ARG1>They reacted angrily</ARG1> when <ARG0>mayor James Nxumalo was not available to accept their memorandum</ARG0> .,1,1,,1
cnc,train_04_6,0,0,cnc_train_04_6_0_0,Students declare that they cannot continue agitation as they have to concentrate on exams,Students declare that <ARG1>they cannot continue agitation</ARG1> <SIG0>as</SIG0> <ARG0>they have to concentrate on exams</ARG0>,1,1,,1
cnc,train_04_9,0,0,cnc_train_04_9_0_0,"The stone pelting resulted in injuries to about 12 security personnel , he said .","<ARG0>The stone pelting</ARG0> <ARG1><SIG0>resulted in</SIG0> injuries to about 12 security personnel</ARG1> , he said .",1,1,,1
cnc,train_04_47,0,0,cnc_train_04_47_0_0,"The Maoists hit back with a vengeance within 48 hours , butchering 76 security personnel .","<ARG0>The Maoists hit back with a vengeance within 48 hours</ARG0> , <ARG1>butchering 76 security personnel</ARG1> .",1,1,,1
cnc,train_04_86,0,0,cnc_train_04_86_0_0,The protest was called off in the evening following discussions with officials .,<ARG1>The protest was called off in the evening</ARG1> <SIG0>following</SIG0> <ARG0>discussions with officials</ARG0> .,1,1,,1
cnc,train_04_113,0,0,cnc_train_04_113_0_0,"Following the protest , traffic on the highway was paralysed for some time .","<SIG0>Following</SIG0> <ARG0>the protest</ARG0> , <ARG1>traffic on the highway was paralysed for some time</ARG1> .",1,1,,1
cnc,train_04_148,0,0,cnc_train_04_148_0_0,"As a result of the protests schools were closed , buses and taxis were not operating .","<SIG0>As a result of</SIG0> <ARG0>the protests</ARG0> <ARG1>schools were closed , buses and taxis were not operating</ARG1> .",1,1,,1
cnc,train_04_165,0,0,cnc_train_04_165_0_0,The protestors came out on the highway with bullock carts to stop the vehicular traffic .,<ARG1>The protestors came out on the highway with bullock carts</ARG1> <ARG0><SIG0>to</SIG0> stop the vehicular traffic</ARG0> .,1,1,,1
cnc,train_04_169,0,0,cnc_train_04_169_0_0,He said action would be taken against those found involved in attacks on vehicles .,He said <ARG1>action would be taken</ARG1> <ARG0>against those found involved in attacks on vehicles</ARG0> .,1,1,,1
cnc,train_04_217,0,0,cnc_train_04_217_0_0,"Earlier , residents gathered outside the police station to protest about the murders .","Earlier , <ARG1>residents gathered outside the police station</ARG1> <ARG0><SIG0>to</SIG0> protest</ARG0> about the murders .",1,1,,1
cnc,train_04_217,0,1,cnc_train_04_217_0_1,"Earlier , residents gathered outside the police station to protest about the murders .","Earlier , residents gathered outside the police station <ARG1>to protest</ARG1> <SIG0>about</SIG0> <ARG0>the murders</ARG0> .",1,1,,1
cnc,train_04_232,0,0,cnc_train_04_232_0_0,Violence broke out when DYFI members protested against a Youth Congress meeting being held at the junction .,<ARG1>Violence broke out</ARG1> when <ARG0>DYFI members protested</ARG0> against a Youth Congress meeting being held at the junction .,1,1,,1
cnc,train_04_232,0,1,cnc_train_04_232_0_1,Violence broke out when DYFI members protested against a Youth Congress meeting being held at the junction .,Violence broke out when <ARG1>DYFI members protested</ARG1> <ARG0>against a Youth Congress meeting being held at the junction</ARG0> .,1,1,,1
cnc,train_04_243,0,0,cnc_train_04_243_0_0,About 120 PG students are on strike demanding payment of their stipend arrears .,<ARG1>About 120 PG students are on strike</ARG1> <ARG0><SIG0>demanding</SIG0> payment of their stipend arrears</ARG0> .,1,1,,1
cnc,train_04_247,0,0,cnc_train_04_247_0_0,The decision was taken after hundreds of KSRP personnel and their family members staged a protest in Koramangala blocking traffic for more than eight hours on Wednesday .,<ARG1>The decision was taken</ARG1> after <ARG0>hundreds of KSRP personnel and their family members staged a protest in Koramangala</ARG0> blocking traffic for more than eight hours on Wednesday .,1,1,,1
cnc,train_04_247,0,1,cnc_train_04_247_0_1,The decision was taken after hundreds of KSRP personnel and their family members staged a protest in Koramangala blocking traffic for more than eight hours on Wednesday .,The decision was taken after <ARG0>hundreds of KSRP personnel and their family members staged a protest in Koramangala</ARG0> <ARG1><SIG0>blocking</SIG0> traffic for more than eight hours on Wednesday</ARG1> .,1,1,,1
cnc,train_04_257,0,0,cnc_train_04_257_0_0,The workers went on strike five weeks ago demanding a minimum pay of R9000 a month .,<ARG1>The workers went on strike five weeks ago</ARG1> <ARG0><SIG0>demanding</SIG0> a minimum pay of R9000 a month</ARG0> .,1,1,,1
cnc,train_04_260,0,0,cnc_train_04_260_0_0,"Implats fired 17,200 workers after they refused to go back to their jobs .","<ARG1>Implats fired 17,200 workers</ARG1> after <ARG0>they refused to go back to their jobs</ARG0> .",1,1,,1
cnc,train_04_323,0,0,cnc_train_04_323_0_0,"The strike has led losses worth Rs 10,000 crore per day to different stakeholders .","<ARG0>The strike</ARG0> <ARG1><SIG0>has led</SIG0> losses worth Rs 10,000 crore per day to different stakeholders</ARG1> .",1,1,,1
cnc,train_05_39,0,0,cnc_train_05_39_0_0,"Despite the march being peaceful , most of the businesses in the inner city were closed .","<SIG0>Despite</SIG0> <ARG0>the march being peaceful</ARG0> , <ARG1>most of the businesses in the inner city were closed</ARG1> .",1,1,,1
cnc,train_05_42,0,0,cnc_train_05_42_0_0,RDSC has held numerous agitations for restoration of night movement of trains .,<ARG1>RDSC has held numerous agitations</ARG1> <SIG0>for</SIG0> <ARG0>restoration of night movement of trains</ARG0> .,1,1,,1
cnc,train_05_81,0,0,cnc_train_05_81_0_0,The burnt-down police station was repaired and given a fresh coat of paint overnight .,<ARG0>The burnt-down police station</ARG0> <ARG1>was repaired and given a fresh coat of paint overnight</ARG1> .,1,1,,1
cnc,train_05_82,0,0,cnc_train_05_82_0_0,Terrorist attack on the Pathankot airbase exposed another chink in our media armour .,<ARG0>Terrorist attack on the Pathankot airbase</ARG0> <ARG1><SIG0>exposed</SIG0> another chink in our media armour</ARG1> .,1,1,,1
cnc,train_05_83,0,0,cnc_train_05_83_0_0,The Pathankot incident too exposed how far the malignant cancer of corruption has spread .,<ARG0>The Pathankot incident</ARG0> <ARG1>too exposed how far the malignant cancer of corruption has spread</ARG1> .,1,1,,1
cnc,train_05_90,0,0,cnc_train_05_90_0_0,"As many as 38 police personnel , including women police , sustained injuries in the clash .","<ARG1>As many as 38 police personnel , including women police , sustained injuries</ARG1> in <ARG0>the clash</ARG0> .",1,1,,1
cnc,train_05_124,0,0,cnc_train_05_124_0_0,We will continue our strike till we get an assurance from the Government .,<ARG1>We will continue our strike</ARG1> <SIG0>till</SIG0> <ARG0>we get an assurance from the Government</ARG0> .,1,1,,1
cnc,train_05_135,0,0,cnc_train_05_135_0_0,They vowed to keep demonstrating until Khanyile was released on bail .,<ARG1>They vowed to keep demonstrating</ARG1> <SIG0>until</SIG0> <ARG0>Khanyile was released on bail</ARG0> .,1,1,,1
cnc,train_05_148,0,0,cnc_train_05_148_0_0,They then decided to call off the protest as the police had ceded to their demand .,<ARG1>They then decided to call off the protest</ARG1> <SIG0>as</SIG0> <ARG0>the police had ceded to their demand</ARG0> .,1,1,,1
cnc,train_05_159,0,0,cnc_train_05_159_0_0,"In all , three persons who included two MRPS workers died in the incident due to burns .","In all , <ARG1>three persons who included two MRPS workers died</ARG1> in the incident <SIG0>due to</SIG0> <ARG0>burns</ARG0> .",1,1,,1
cnc,train_05_159,0,1,cnc_train_05_159_0_1,"In all , three persons who included two MRPS workers died in the incident due to burns .","In all , <ARG1>three persons who included two MRPS workers died</ARG1> in <ARG0>the incident</ARG0> due to burns .",1,1,,1
cnc,train_05_165,0,0,cnc_train_05_165_0_0,"Two protestors were shot dead , allegedly by police , on Monday during a service delivery protest .","<ARG1>Two protestors were shot dead , allegedly by police , on Monday</ARG1> during <ARG0>a service delivery protest</ARG0> .",1,1,,1
cnc,train_05_165,0,1,cnc_train_05_165_0_1,"Two protestors were shot dead , allegedly by police , on Monday during a service delivery protest .","<ARG1>Two protestors were shot dead</ARG1> , allegedly <SIG0>by</SIG0> <ARG0>police , on Monday during a service delivery protest</ARG0> .",1,1,,1
cnc,train_05_171,0,0,cnc_train_05_171_0_0,"He said incidents of protest affected voting stations in areas including Mahikeng and Marikana in North West ; Malamulelele , Musina , Mogalakwena , and Northhampton , in Limpopo ; Bushbuckridge in Mpumalanaga ; Khayelitsha in the Western Cape ; Denver , George Koch , and Orange Farm in Gauteng ; Ethekwini and Jozini in KwaZulu-Natal ; Nelson Mandela Bay , Butterworth , and OR Tambo in the Eastern Cape ; Pampierstad in the Northern Cape ; and Maluti-a-Phofung in the Free State .","He said <ARG0>incidents of protest</ARG0> <ARG1><SIG0>affected</SIG0> voting stations in areas</ARG1> including Mahikeng and Marikana in North West ; Malamulelele , Musina , Mogalakwena , and Northhampton , in Limpopo ; Bushbuckridge in Mpumalanaga ; Khayelitsha in the Western Cape ; Denver , George Koch , and Orange Farm in Gauteng ; Ethekwini and Jozini in KwaZulu-Natal ; Nelson Mandela Bay , Butterworth , and OR Tambo in the Eastern Cape ; Pampierstad in the Northern Cape ; and Maluti-a-Phofung in the Free State .",1,1,,1
cnc,train_05_223,0,0,cnc_train_05_223_0_0,"Residents of Ravensmead on the Cape Flats staged a protest on Saturday against plans to accommodate victims of the Joe Slovo shack fire , SABC radio news reported .","<ARG1>Residents of Ravensmead on the Cape Flats staged a protest on Saturday</ARG1> <ARG0>against plans to accommodate victims of the Joe Slovo shack fire</ARG0> , SABC radio news reported .",1,1,,1
cnc,train_05_241,0,0,cnc_train_05_241_0_0,"Two others were lynched by a mob , which suspected them of being supporters of the group .","<ARG1>Two others were lynched by a mob</ARG1> , <ARG0>which suspected them of being supporters of the group</ARG0> .",1,1,,1
cnc,train_05_249,0,0,cnc_train_05_249_0_0,"Around 30,000 truck drivers countrywide began striking for better pay on Tuesday .","<ARG1>Around 30,000 truck drivers countrywide began striking</ARG1> <SIG0>for</SIG0> <ARG0>better pay on Tuesday</ARG0> .",1,1,,1
